GENESIS-Tabelle: 31121-03-02-5-B
Baufertigstellungen: Wohnungen in Wohn- und;;;;;;
Nichtwohngebäuden (einschl. Umbau) - Jahressumme -;;;;;;
regionale Ebenen;;;;;;
Statistik der Baufertigstellungen;;;;;;
Wohnungen in Wohn- und Nichtwohngebäuden (Anzahl);;;;;;
2015;;;;;;
;;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung
;;Insgesamt;1 oder 2 Räume;3 Räume;4 Räume;5 oder mehr Räume
06634004;Frielendorf;7;-2;-1;2;8
06634005;Fritzlar;23;3;8;6;6
06634006;Gilserberg;3;0;0;0;3
06634007;Gudensberg;50;1;3;7;39
06634008;Guxhagen;7;0;1;1;5
06634009;Homberg (Efze);7;0;1;2;4
06634010;Jesberg;1;0;0;-1;2
06634011;Knüllwald;0;0;0;0;0
06634012;Körle;7;0;-1;0;8
06634013;Malsfeld;9;-1;0;1;9
06634014;Melsungen;6;0;0;1;5
06634015;Morschen;0;0;0;0;0
06634016;Neuental;3;1;0;1;1
06634017;Neukirchen, Knüll;2;0;0;0;2
06634018;Niedenstein;5;2;0;-2;5
06634019;Oberaula;8;8;0;0;0
06634020;Ottrau;2;0;1;1;0
06634021;Schrecksbach;5;0;1;0;4
06634022;Schwalmstadt;14;0;2;-2;14
06634023;Schwarzenborn, Knüll;0;0;0;0;0
06634024;Spangenberg;4;0;0;1;3
06634025;Wabern;15;0;-1;3;13
06634026;Willingshausen;6;0;0;-1;7
06634027;Bad Zwesten;19;4;12;0;3
06635001;Allendorf (Eder);12;0;1;3;8
06635002;Bad Arolsen;13;2;3;1;7
06635003;Bad Wildungen;39;15;7;6;11
06635004;Battenberg (Eder);9;2;3;0;4
06635005;Bromskirchen;4;0;1;1;2
06635006;Burgwald;10;1;0;1;8
06635007;Diemelsee;5;0;-1;1;5
06635008;Diemelstadt;5;0;0;1;4
06635009;Edertal;7;0;1;1;5
06635010;Frankenau;5;0;1;0;4
06635011;Frankenberg (Eder);48;24;2;7;15
06635012;Gemünden (Wohra);8;6;0;0;2
06635013;Haina (Kloster);34;34;0;-1;1
06635014;Hatzfeld (Eder);4;0;0;-1;5
06635015;Korbach;13;0;2;4;7
06635016;Lichtenfels, Hess;6;0;1;0;5
06635017;Rosenthal, Hess;4;0;1;0;3
06635018;Twistetal;8;0;0;2;6
06635019;Vöhl;4;0;0;0;4
06635020;Volkmarsen;12;1;0;1;10
06635021;Waldeck, Hess;4;0;0;1;3
06635022;Willingen (Upland);23;2;3;3;15
06636001;Bad Sooden-Allendorf;5;0;1;0;4
06636002;Berkatal;0;0;0;-1;1
06636003;Eschwege;10;3;-2;3;6
06636004;Großalmerode;2;3;0;0;-1
06636005;Herleshausen;1;0;-1;1;1
06636006;Hessisch Lichtenau;82;77;2;3;0
06636007;Meinhard;2;0;0;1;1
06636008;Meißner;1;0;0;0;1
06636009;Neu-Eichenberg;2;0;0;0;2
06636010;Ringgau;2;0;0;-2;4
06636011;Sontra;4;0;0;-1;5
06636012;Waldkappel;0;0;0;0;0
06636013;Wanfried;1;0;0;0;1
06636014;Wehretal;0;0;0;-1;1
06636015;Weißenborn b Eschwege;0;0;0;1;-1
06636016;Witzenhausen;5;0;0;1;4
06636200;Gutsbezirk Kaufunger Wald;0;0;0;0;0
07111000;Koblenz, krsfr. Stadt;194;77;30;11;76
0713100007;Bad Neuenahr-Ahrweiler, verbandsfr. Gemeinde;104;47;21;16;20
0713100070;Remagen, verbandsfr. Gemeinde;107;2;10;26;69
0713100077;Sinzig, verbandsfr. Gemeinde;28;0;2;3;23
0713100090;Grafschaft, verbandsfr. Gemeinde;11;0;0;1;10
0713101;Adenau, Verbandsgem.;28;3;4;1;20
0713101001;Adenau;10;3;1;1;5
0713101004;Antweiler;1;0;0;0;1
0713101005;Aremberg;2;0;1;0;1
0713101008;Barweiler;0;0;0;0;0
0713101009;Bauler b Barweiler;0;0;0;0;0
0713101015;Dankerath;0;0;0;0;0
0713101018;Dorsel;0;0;0;0;0
0713101021;Eichenbach;0;0;0;0;0
0713101022;Fuchshofen;0;0;0;0;0
0713101026;Harscheid;0;0;0;0;0
0713101028;Herschbroich;1;0;0;1;0
0713101030;Hoffeld, Eifel;1;0;0;0;1
0713101032;Honerath;0;0;0;0;0
0713101033;Hümmel;0;0;0;0;0
0713101034;Insul;0;0;0;0;0
0713101037;Kaltenborn;0;0;0;0;0
0713101042;Kottenborn;0;0;0;0;0
0713101044;Leimbach b Adenau;0;0;0;0;0
0713101050;Meuspath;2;0;1;-1;2
0713101051;Müllenbach b Adenau;3;0;0;-1;4
0713101052;Müsch;1;0;0;0;1
0713101058;Nürburg;0;0;0;0;0
0713101062;Ohlenhard;0;0;0;0;0
0713101065;Pomster;1;0;0;0;1
0713101066;Quiddelbach;0;0;0;0;0
0713101069;Reifferscheid;0;0;0;0;0
0713101072;Rodder;0;0;0;0;0
0713101074;Schuld;0;0;0;0;0
0713101075;Senscheid;1;0;0;0;1
0713101076;Sierscheid;0;0;0;0;0
0713101079;Trierscheid;0;0;0;0;0
0713101082;Wershofen;2;0;1;0;1
0713101083;Wiesemscheid;0;0;0;0;0
0713101084;Wimbach;2;0;0;0;2
0713101085;Winnerath;1;0;0;1;0
0713101086;Wirft;0;0;0;0;0
0713101501;Dümpelfeld;0;0;0;0;0
0713102;Altenahr, Verbandsgem.;21;4;3;0;14
0713102002;Ahrbrück;0;0;0;0;0
0713102003;Altenahr;7;1;1;0;5
0713102011;Berg, Kr Ahrweiler;0;0;0;0;0
0713102017;Dernau;3;0;1;0;2
0713102027;Heckenbach;0;0;0;0;0
0713102029;Hönningen;1;1;0;0;0
0713102036;Kalenborn, Kr Ahrweiler;3;0;0;0;3
0713102039;Kesseling;3;1;1;0;1
0713102040;Kirchsahr;0;0;0;0;0
0713102047;Lind, Kr Ahrweiler;0;0;0;0;0
0713102049;Mayschoß;2;0;0;0;2
0713102068;Rech;2;1;0;0;1
0713103;Bad Breisig, Verbandsgem.;73;6;6;9;52
0713103006;Bad Breisig;60;6;4;9;41
0713103014;Brohl-Lützing;7;0;1;0;6
0713103025;Gönnersdorf, Kr Ahrweiler;1;0;0;0;1
0713103081;Waldorf;5;0;1;0;4
0713104;Brohltal, Verbandsgem.;55;4;7;7;37
0713104016;Dedenbach;0;0;0;0;0
0713104041;Königsfeld, Eifel;3;0;2;0;1
0713104054;Niederdürenbach;3;0;0;2;1
0713104055;Niederzissen;12;2;0;0;10
0713104059;Oberdürenbach;2;0;0;0;2
0713104060;Oberzissen;0;0;0;0;0
0713104073;Schalkenbach;8;1;3;1;3
0713104201;Brenk;0;0;0;0;0
0713104202;Burgbrohl;9;0;0;1;8
0713104204;Galenberg;3;0;1;1;1
0713104205;Glees;1;0;0;0;1
0713104206;Hohenleimbach;0;0;0;0;0
0713104208;Spessart;2;1;0;0;1
0713104209;Wassenach;6;0;0;1;5
0713104210;Wehr, Eifel;0;0;0;0;0
0713104211;Weibern;5;0;0;1;4
0713104502;Kempenich;1;0;1;0;0
0713200050;Herdorf, verbandsfr. Gemeinde;-;-;-;-;-
0713201;Altenkirchen (Westerwald), Verbandsgem.;34;1;2;4;27
0713201001;Almersbach;0;0;0;0;0
0713201004;Bachenberg;0;0;0;0;0
0713201009;Birnbach;3;0;0;0;3
0713201017;Busenhausen;3;0;0;0;3
0713201022;Eichelhardt;2;0;-1;2;1
0713201027;Ersfeld;0;0;0;0;0
0713201031;Fiersbach;0;0;0;0;0
0713201033;Fluterschen;0;0;0;0;0
0713201035;Forstmehren;0;0;0;0;0
0713201040;Gieleroth;0;0;0;0;0
0713201046;Hasselbach, Westerwald;0;0;0;0;0
0713201047;Helmenzen;0;0;0;0;0
0713201048;Helmeroth;0;0;0;0;0
0713201049;Hemmelzen;1;0;0;0;1
0713201051;Heupelzen;0;0;0;0;0
0713201052;Hilgenroth;0;0;0;0;0
0713201053;Hirz-Maulsbach;1;0;1;0;0
0713201056;Idelberg;0;0;0;0;0
0713201057;Ingelbach;1;1;0;0;0
0713201058;Isert;0;0;0;0;0
0713201061;Kettenhausen;0;0;0;-1;1
0713201062;Kircheib;0;0;0;-1;1
0713201064;Kraam;0;0;0;0;0
0713201067;Mammelzen;3;0;1;0;2
0713201069;Mehren, Westerwald;0;0;0;0;0
0713201070;Michelbach (Westerwald);0;0;0;0;0
0713201074;Neitersen;1;0;0;0;1
0713201081;Obererbach (Westerwald);0;0;0;-1;1
0713201082;Oberirsen;2;0;0;1;1
0713201086;Oberwambach;0;0;0;0;0
0713201087;Ölsen;0;0;0;0;0
0713201092;Racksen;0;0;0;0;0
0713201094;Rettersen;0;0;0;0;0
0713201099;Schöneberg, Westerwald;1;0;1;0;0
0713201106;Sörth;0;0;0;0;0
0713201109;Stürzelbach;0;0;0;-1;1
0713201110;Volkerzen;0;0;0;0;0
0713201114;Werkhausen;0;0;0;0;0
0713201115;Weyerbusch;1;0;0;0;1
0713201118;Wölmersen;1;0;0;0;1
0713201201;Berod bei Hachenburg;1;0;0;0;1
0713201501;Altenkirchen (Westerwald);13;0;0;5;8
0713202;Betzdorf, Verbandsgem.;16;1;-1;2;14
0713202002;Alsdorf, Sieg;8;0;0;1;7
0713202006;Betzdorf;6;1;-1;1;5
0713202042;Grünebach;0;0;0;0;0
0713202098;Scheuerfeld;0;0;0;0;0
0713202111;Wallmenroth;2;0;0;0;2
0713203;Daaden, Verbandsgem.;18;3;-1;8;8
0713203018;Daaden;10;0;0;8;2
0713203019;Derschen;3;2;0;-1;2
0713203026;Emmerzhausen;0;0;0;0;0
0713203036;Friedewald, Westerwald;0;0;0;0;0
0713203050;Herdorf, Stadt;1;1;1;0;-1
0713203068;Mauden;0;0;0;0;0
0713203075;Niederdreisbach;0;0;0;0;0
0713203079;Nisterberg;2;0;0;0;2
0713203101;Schutzbach;0;0;0;0;0
0713203113;Weitefeld;2;0;-2;1;3
0713204;Flammersfeld, Verbandsgem.;26;4;1;4;17
0713204005;Berzhausen;1;0;0;0;1
0713204015;Bürdenbach;0;0;0;0;0
0713204016;Burglahr;0;0;0;0;0
0713204023;Eichen;2;0;0;1;1
0713204029;Eulenberg;0;0;0;0;0
0713204032;Flammersfeld;2;0;0;2;0
0713204041;Giershausen;0;0;0;0;0
0713204043;Güllesheim;0;0;0;0;0
0713204055;Horhausen (Westerwald);8;0;0;1;7
0713204060;Kescheid;0;0;0;0;0
0713204065;Krunkel;2;1;0;0;1
0713204078;Niedersteinebach;0;0;0;0;0
0713204083;Oberlahr;1;0;0;0;1
0713204084;Obernau;0;0;0;0;0
0713204085;Obersteinebach;0;0;0;0;0
0713204088;Orfgen;0;0;0;0;0
0713204089;Peterslahr;0;0;0;0;0
0713204090;Pleckhausen;5;0;0;0;5
0713204093;Reiferscheid;0;0;0;0;0
0713204097;Rott, Westerwald;3;3;0;0;0
0713204100;Schürdt;0;0;0;0;0
0713204103;Seelbach (Westerwald);0;0;0;0;0
0713204104;Seifen;1;0;1;0;0
0713204112;Walterschen;1;0;0;0;1
0713204116;Willroth;0;0;0;0;0
0713204119;Ziegenhain;0;0;0;0;0
0713205;Gebhardshain, Verbandsgem.;17;0;2;4;11
0713205020;Dickendorf;0;0;0;0;0
0713205024;Elben;1;0;0;1;0
0713205025;Elkenroth;4;0;1;1;2
0713205030;Fensdorf;0;0;0;0;0
0713205039;Gebhardshain;2;0;0;0;2
0713205059;Kausen;3;0;1;1;1
0713205066;Malberg, Westerwald;0;0;0;0;0
0713205071;Molzhain;2;0;0;0;2
0713205073;Nauroth;4;0;0;1;3
0713205095;Rosenheim (Landkreis Altenkirchen);0;0;0;0;0
0713205107;Steinebach/Sieg;1;0;0;0;1
0713205108;Steineroth;0;0;0;0;0
0713206;Hamm (Sieg), Verbandsgem.;17;0;9;1;7
0713206007;Birkenbeul;0;0;0;0;0
0713206010;Bitzen;0;0;0;0;0
0713206013;Breitscheidt;1;0;0;-1;2
0713206014;Bruchertseifen;0;0;0;0;0
0713206028;Etzbach;2;0;0;0;2
0713206034;Forst b Wissen, Sieg;0;0;0;0;0
0713206038;Fürthen;1;0;0;1;0
0713206044;Hamm (Sieg);9;0;6;0;3
0713206077;Niederirsen;2;0;1;1;0
0713206091;Pracht;2;0;2;0;0
0713206096;Roth b Hamm, Sieg;0;0;0;0;0
0713206102;Seelbach b Hamm (Sieg);0;0;0;0;0
0713207;Kirchen (Sieg), Verbandsgem.;12;1;1;1;9
0713207012;Brachbach;2;1;1;0;0
0713207037;Friesenhagen;1;0;0;0;1
0713207045;Harbach;0;0;0;0;0
0713207063;Kirchen (Sieg);3;0;0;2;1
0713207072;Mudersbach;2;0;0;0;2
0713207076;Niederfischbach;4;0;0;-1;5
0713208;Wissen, Verbandsgem.;22;-2;0;2;22
0713208008;Birken-Honigsessen;5;0;1;0;4
0713208011;Mittelhof;3;0;0;0;3
0713208054;Hövels;0;0;0;0;0
0713208080;Katzwinkel (Sieg);1;0;1;0;0
0713208105;Selbach (Sieg);1;0;0;0;1
0713208117;Wissen;12;-2;-2;2;14
0713209;Betzdorf-Gebhardshain;-;-;-;-;-
0713209002;Alsdorf;-;-;-;-;-
0713209006;Betzdorf, Stadt;-;-;-;-;-
0713209020;Dickendorf;-;-;-;-;-
0713209024;Elben;-;-;-;-;-
0713209025;Elkenroth;-;-;-;-;-
0713209030;Fensdorf;-;-;-;-;-
0713209039;Gebhardshain;-;-;-;-;-
0713209042;Grünebach;-;-;-;-;-
0713209059;Kausen;-;-;-;-;-
0713209066;Malberg;-;-;-;-;-
0713209071;Molzhain;-;-;-;-;-
0713209073;Nauroth;-;-;-;-;-
0713209095;Rosenheim (Altenk.);-;-;-;-;-
0713209098;Scheuerfeld;-;-;-;-;-
0713209107;Steinebach/Sieg;-;-;-;-;-
0713209108;Steineroth;-;-;-;-;-
0713209111;Wallmenroth;-;-;-;-;-
0713300006;Bad Kreuznach, verbandsfr. Gemeinde;106;37;35;13;21
0713300052;Kirn, verbandsfr. Gemeinde;6;1;0;0;5
0713301;Bad Kreuznach, Verbandsgem.;16;0;1;1;14
0713301003;Altenbamberg;-;-;-;-;-
0713301012;Biebelsheim;1;0;0;0;1
0713301030;Feilbingert;-;-;-;-;-
0713301031;Frei-Laubersheim;1;0;0;0;1
0713301032;Fürfeld;2;0;0;0;2
0713301037;Hackenheim;4;0;1;0;3
0713301039;Hallgarten;-;-;-;-;-
0713301045;Hochstätten;-;-;-;-;-
0713301069;Neu-Bamberg;1;0;0;0;1
0713301078;Pfaffen-Schwabenheim;3;0;0;0;3
0713301080;Pleitersheim;0;0;0;0;0
0713301104;Tiefenthal, Rheinhessen;1;0;0;1;0
0713301106;Volxheim;3;0;0;0;3
0713302;Bad Münster am Stein-Ebernburg, Verbandsgem.;9;0;2;-1;8
0713302003;Altenbamberg;0;0;0;0;0
0713302007;Bad Münster am Stein-Ebernburg;-;-;-;-;-
0713302027;Duchroth;2;0;0;0;2
0713302030;Feilbingert;0;0;0;-1;1
0713302039;Hallgarten;1;0;0;0;1
0713302045;Hochstätten;0;0;0;0;0
0713302070;Niederhausen;2;0;2;0;0
0713302071;Norheim;3;0;0;0;3
0713302074;Oberhausen an der Nahe;0;0;0;0;0
0713302105;Traisen;1;0;0;0;1
0713303;Kirn-Land, Verbandsgem.;18;3;1;3;11
0713303008;Bärenbach b Idar-Oberstein;7;2;0;2;3
0713303010;Becherbach bei Kirn;0;0;0;0;0
0713303016;Brauweiler;0;0;0;0;0
0713303038;Hahnenbach;2;0;1;1;0
0713303041;Heimweiler;1;0;0;0;1
0713303042;Heinzenberg;0;0;0;0;0
0713303043;Hennweiler;2;1;0;0;1
0713303046;Hochstetten-Dhaun;1;0;0;0;1
0713303047;Horbach b Simmertal;0;0;0;0;0
0713303059;Limbach b Kirn, Nahe;1;0;0;0;1
0713303063;Meckenbach b Kirn, Nahe;0;0;0;0;0
0713303073;Oberhausen bei Kirn;0;0;0;0;0
0713303077;Otzweiler;1;0;0;0;1
0713303096;Simmertal;1;0;0;-1;2
0713303113;Weitersborn;0;0;0;0;0
0713303201;Bruschied;1;0;0;1;0
0713303202;Kellenbach;1;0;0;0;1
0713303203;Königsau;0;0;0;0;0
0713303204;Schneppenbach;0;0;0;0;0
0713303205;Schwarzerden;0;0;0;0;0
0713304;Langenlonsheim, Verbandsgem.;24;1;1;5;17
0713304018;Bretzenheim;5;0;0;1;4
0713304026;Dorsheim;0;0;0;0;0
0713304035;Guldental;7;0;0;0;7
0713304054;Langenlonsheim;5;0;-1;4;2
0713304056;Laubenheim;4;1;1;0;2
0713304087;Rümmelsheim;0;0;0;0;0
0713304114;Windesheim;3;0;1;0;2
0713305;Meisenheim, Verbandsgem.;7;0;0;1;6
0713305001;Abtweiler;0;0;0;0;0
0713305011;Becherbach;0;0;0;0;0
0713305017;Breitenheim;0;0;0;0;0
0713305020;Callbach;1;0;0;1;0
0713305024;Desloch;0;0;0;0;0
0713305049;Hundsbach;0;0;0;0;0
0713305051;Jeckenbach;0;0;0;0;0
0713305058;Lettweiler;0;0;0;0;0
0713305060;Löllbach;0;0;0;0;0
0713305065;Meisenheim;6;0;0;0;6
0713305081;Raumbach;0;0;0;0;0
0713305083;Rehborn;0;0;0;0;0
0713305084;Reiffelbach;0;0;0;0;0
0713305090;Schmittweiler;0;0;0;0;0
0713305092;Schweinschied;0;0;0;0;0
0713306;Rüdesheim, Verbandsgem.;43;0;1;6;36
0713306002;Allenfeld;1;0;0;0;1
0713306004;Argenschwang;0;0;0;0;0
0713306013;Bockenau;1;0;0;-1;2
0713306014;Boos, Nahe;1;0;0;0;1
0713306015;Braunweiler;0;0;0;0;0
0713306019;Burgsponheim;1;0;0;1;0
0713306021;Dalberg;0;0;0;0;0
0713306027;Duchroth;-;-;-;-;-
0713306033;Gebroth;0;0;0;0;0
0713306036;Gutenberg;0;0;0;0;0
0713306040;Hargesheim;13;0;1;1;11
0713306044;Hergenfeld;1;0;0;0;1
0713306048;Hüffelsheim;0;0;0;0;0
0713306061;Mandel;7;0;0;0;7
0713306068;Münchwald;0;0;0;0;0
0713306070;Niederhausen;-;-;-;-;-
0713306071;Norheim;-;-;-;-;-
0713306074;Oberhausen an d.Nahe;-;-;-;-;-
0713306075;Oberstreit;0;0;0;0;0
0713306086;Roxheim;7;0;0;2;5
0713306088;Sankt Katharinen;0;0;0;0;0
0713306089;Schloßböckelheim;0;0;0;0;0
0713306098;Sommerloch;1;0;0;0;1
0713306099;Spabrücken;3;0;0;1;2
0713306100;Spall;0;0;0;0;0
0713306101;Sponheim;1;0;0;1;0
0713306105;Traisen;-;-;-;-;-
0713306107;Waldböckelheim;1;0;0;0;1
0713306109;Wallhausen, Kr Bad Kreuznach;5;0;0;3;2
0713306112;Weinsheim, Kr Bad Kreuznach;1;0;0;0;1
0713306115;Winterbach, Kr Bad Kreuznach;0;0;0;0;0
0713306117;Rüdesheim;-1;0;0;-2;1
0713307;Bad Sobernheim, Verbandsgem.;13;1;0;1;11
0713307005;Auen;0;0;0;0;0
0713307009;Bärweiler;0;0;-1;0;1
0713307022;Daubach, Hunsrück;0;0;0;0;0
0713307050;Ippenschied;1;0;0;0;1
0713307053;Kirschroth;0;0;0;0;0
0713307055;Langenthal;0;0;0;0;0
0713307057;Lauschied;0;0;0;0;0
0713307062;Martinstein;0;0;0;0;0
0713307064;Meddersheim;0;0;0;0;0
0713307066;Merxheim;6;1;0;0;5
0713307067;Monzingen;0;0;0;0;0
0713307072;Nußbaum;0;0;0;0;0
0713307076;Odernheim am Glan;1;0;0;1;0
0713307082;Rehbach;0;0;0;0;0
0713307094;Seesbach;1;0;0;0;1
0713307102;Staudernheim;0;0;0;0;0
0713307111;Weiler bei Monzingen;0;0;0;0;0
0713307116;Winterburg;0;0;0;0;0
0713307501;Bad Sobernheim;4;0;1;0;3
0713308;Stromberg, Verbandsgem.;6;0;-2;0;8
0713308023;Daxweiler;1;0;0;0;1
0713308025;Dörrebach;0;0;0;0;0
0713308028;Eckenroth;0;0;0;0;0
0713308085;Roth b Stromberg, Hunsrück;0;0;0;0;0
0713308091;Schöneberg, Hunsrück;1;0;0;0;1
0713308093;Schweppenhausen;0;0;-1;0;1
0713308095;Seibersbach;0;0;0;0;0
0713308103;Stromberg;2;0;-1;0;3
0713308108;Waldlaubersheim;1;0;0;0;1
0713308110;Warmsroth;1;0;0;0;1
0713400045;Idar-Oberstein, verbandsfr. Gemeinde;21;9;6;0;6
0713401;Baumholder, Verbandsgem.;5;0;-1;1;5
0713401005;Baumholder;0;0;0;0;0
0713401007;Berglangenbach;0;0;0;0;0
0713401008;Berschweiler bei Baumholder;2;0;-1;1;2
0713401021;Eckersweiler;0;0;0;0;0
0713401026;Fohren-Linden;0;0;0;0;0
0713401027;Frauenberg;0;0;0;0;0
0713401033;Hahnweiler;0;0;0;0;0
0713401036;Heimbach, Nahe;0;0;0;0;0
0713401051;Leitzweiler;0;0;0;0;0
0713401054;Mettweiler;0;0;0;0;0
0713401068;Reichenbach, Kr Birkenfeld, Nahe;2;0;0;0;2
0713401073;Rohrbach, Nahe;0;0;0;0;0
0713401074;Rückweiler;1;0;0;0;1
0713401075;Ruschberg;0;0;0;0;0
0713402;Birkenfeld, Verbandsgem.;26;1;2;-2;25
0713402001;Abentheuer;1;0;0;0;1
0713402002;Achtelsbach;1;0;0;0;1
0713402010;Birkenfeld, Nahe;10;0;1;-3;12
0713402011;Börfink;0;0;0;0;0
0713402015;Brücken;0;0;0;0;0
0713402016;Buhlenberg;0;0;0;0;0
0713402018;Dambach;2;0;0;0;2
0713402020;Dienstweiler;5;1;0;1;3
0713402022;Elchweiler;0;0;0;0;0
0713402023;Ellenberg b Birkenfeld, Nahe;0;0;0;0;0
0713402024;Ellweiler;0;0;0;0;0
0713402029;Gimbweiler;0;0;0;0;0
0713402031;Gollenberg;0;0;0;0;0
0713402034;Hattgenstein;0;0;0;0;0
0713402042;Hoppstädten-Weiersbach;2;0;0;0;2
0713402048;Kronweiler;0;0;0;0;0
0713402050;Leisel;0;0;0;0;0
0713402053;Meckenbach Kr Birkenfeld, Nahe;1;0;0;0;1
0713402057;Niederbrombach;0;0;0;0;0
0713402058;Niederhambach;0;0;0;0;0
0713402061;Nohen;0;0;0;0;0
0713402062;Oberbrombach;1;0;0;0;1
0713402063;Oberhambach;0;0;0;0;0
0713402070;Rimsberg;0;0;0;0;0
0713402071;Rinzenberg;1;0;0;0;1
0713402072;Rötsweiler-Nockenthal;1;0;0;0;1
0713402078;Schmißberg;0;0;0;0;0
0713402080;Schwollen;1;0;1;0;0
0713402084;Siesbach;0;0;0;0;0
0713402085;Sonnenberg-Winnenberg;0;0;0;0;0
0713402094;Wilzenberg-Hußweiler;0;0;0;0;0
0713403;Herrstein, Verbandsgem.;12;0;0;0;12
0713403003;Allenbach;3;0;0;0;3
0713403006;Bergen b Kirn, Nahe;0;0;0;0;0
0713403009;Berschweiler bei Kirn;0;0;0;0;0
0713403013;Breitenthal  b Idar Oberstein;2;0;0;0;2
0713403014;Bruchweiler;0;0;0;0;0
0713403019;Dickesbach;0;0;0;0;0
0713403025;Fischbach b Idar-Oberstein;0;0;0;0;0
0713403028;Gerach b Idar-Oberstein;0;0;0;0;0
0713403032;Griebelschied;0;0;0;0;0
0713403038;Herborn b Idar-Oberstein;0;0;0;0;0
0713403039;Herrstein;0;0;0;0;0
0713403040;Hettenrodt;1;0;0;0;1
0713403041;Hintertiefenbach;0;0;0;0;0
0713403046;Kempfeld;0;0;0;0;0
0713403047;Kirschweiler;0;0;0;0;0
0713403052;Mackenrodt;0;0;0;0;0
0713403055;Mittelreidenbach;0;0;0;0;0
0713403056;Mörschied;0;0;0;0;0
0713403059;Niederhosenbach;0;0;0;0;0
0713403060;Niederwörresbach;2;0;0;1;1
0713403064;Oberhosenbach;0;0;0;0;0
0713403066;Oberreidenbach;0;0;0;-1;1
0713403067;Oberwörresbach;0;0;0;0;0
0713403077;Schmidthachenbach;0;0;0;0;0
0713403081;Sensweiler;0;0;0;0;0
0713403082;Sien;1;0;0;0;1
0713403083;Sienhachenbach;0;0;0;0;0
0713403086;Sonnschied;0;0;0;0;0
0713403089;Veitsrodt;3;0;0;0;3
0713403090;Vollmersbach;0;0;0;0;0
0713403091;Weiden;0;0;0;0;0
0713403093;Wickenrodt;0;0;0;0;0
0713403095;Wirschweiler;0;0;0;0;0
0713403502;Langweiler b Idar-Oberstein;0;0;0;0;0
0713404;Rhaunen, Verbandsgem.;13;-2;0;5;10
0713404004;Asbach, Hunsrück;0;0;0;0;0
0713404012;Bollenbach;0;0;0;0;0
0713404017;Bundenbach;4;0;0;3;1
0713404030;Gösenroth;0;0;0;0;0
0713404035;Hausen, Hunsrück;0;0;0;0;0
0713404037;Hellertshausen;0;0;0;0;0
0713404043;Horbruch;3;-1;0;1;3
0713404044;Hottenbach;0;0;0;0;0
0713404049;Krummenau;0;0;0;0;0
0713404065;Oberkirn;0;0;0;0;0
0713404069;Rhaunen;3;0;0;0;3
0713404076;Schauren b Idar-Oberstein;0;0;0;0;0
0713404079;Schwerbach;0;-1;0;1;0
0713404087;Stipshausen;3;0;0;0;3
0713404088;Sulzbach b Idar-Oberstein;0;0;0;0;0
0713404092;Weitersbach;0;0;0;0;0
0713500020;Cochem, verbandsfr. Gemeinde;-;-;-;-;-
0713501;Cochem-Land, Verbandsgem.;47;11;8;7;21
0713501007;Beilstein, Mosel;0;0;0;0;0
0713501012;Bremm;5;0;0;5;0
0713501015;Briedern;0;0;0;0;0
0713501017;Bruttig-Fankel;1;1;0;0;0
0713501020;Cochem, Stadt;21;10;3;1;7
0713501021;Dohr;1;0;1;0;0
0713501024;Ediger-Eller;2;0;0;0;2
0713501025;Ellenz-Poltersdorf;1;0;0;0;1
0713501027;Ernst;3;0;2;0;1
0713501029;Faid;0;0;0;0;0
0713501036;Greimersburg;1;0;0;0;1
0713501049;Klotten;2;0;0;1;1
0713501053;Lieg;2;0;0;0;2
0713501056;Lütz;0;0;0;0;0
0713501060;Mesenich;0;0;0;0;0
0713501065;Moselkern;0;0;0;0;0
0713501066;Müden (Mosel);2;0;1;0;1
0713501069;Nehren, Mosel;0;0;0;0;0
0713501072;Pommern;0;0;0;0;0
0713501079;Senheim;0;0;0;0;0
0713501082;Treis-Karden;5;0;1;0;4
0713501086;Valwig;1;0;0;0;1
0713501090;Wirfus;0;0;0;0;0
0713502;Kaisersesch, Verbandsgem.;36;1;2;4;29
0713502009;Binningen;1;0;0;0;1
0713502011;Brachtendorf;0;0;0;0;0
0713502014;Brieden;0;0;0;0;0
0713502016;Brohl;2;0;0;0;2
0713502022;Dünfus;1;0;0;0;1
0713502023;Düngenheim;1;0;0;0;1
0713502026;Eppenberg;0;0;0;0;0
0713502028;Eulgem;0;0;0;0;0
0713502031;Forst (Eifel);1;0;0;0;1
0713502033;Gamlen;5;0;1;0;4
0713502038;Hambuch;0;0;0;0;0
0713502040;Hauroth;2;0;0;1;1
0713502042;Illerich;5;0;0;0;5
0713502043;Kaifenheim;2;0;0;0;2
0713502044;Kail;2;0;0;0;2
0713502045;Kaisersesch;4;0;0;2;2
0713502046;Kalenborn b Kaisersesch;0;0;0;0;0
0713502051;Landkern;0;0;0;0;0
0713502052;Laubach, Eifel;4;0;1;0;3
0713502058;Masburg;1;0;0;0;1
0713502062;Möntenich;2;1;0;1;0
0713502067;Müllenbach b Mayen;1;0;0;0;1
0713502075;Roes;1;0;0;0;1
0713502084;Urmersbach;0;0;0;0;0
0713502093;Zettingen;0;0;0;0;0
0713502502;Leienkaul;1;0;0;0;1
0713503;Ulmen, Verbandsgem.;27;2;5;0;20
0713503002;Alflen;2;0;0;0;2
0713503005;Auderath;3;0;0;1;2
0713503008;Beuren, Eifel;0;0;0;0;0
